ProductId,UserId,Score,Time,HelpfulnessNumerator,HelpfulnessDenominator,HelpfulnessRate,IsHelpful,FullReview,CleanText,char_count,word_count,avg_word_length,sentence_count,words_per_sentence,exclamation_count,question_count,uppercase_word_count,lexical_diversity,vader_neg,vader_neu,vader_pos,vader_compound,textblob_polarity,textblob_subjectivity,digit_ratio,specificity_score,has_comparison,personal_experience_score,price_mention
B003TQYPYO,A24V317F6FQOFH,2,1307318400,2,3,0.6666666666666666,0,"One flavor. I wish I had read the description a little more carefully, though I'm still not sure I would have gotten it--I received a bunch of packs in the mail, but the picture makes it seem like there will be variety. No, I got a bunch of packs of the same food--maybe one for kittens, but the rest were the same flavor. Well, I have one cat. I don't need seven ""trial"" packs. I need one. I was hoping for seven different flavors or types. It was disappointing. Maybe the description could be a little clearer; I'm just not sure why anyone would need seven bags of a trial! In any case, I ended up just taking all of them to an animal shelter, and they were happy to have 'em.","one flavor. i wish i had read the description a little more carefully, though im still not sure i would have gotten iti received a bunch of packs in the mail, but the picture makes it seem like there will be variety. no, i got a bunch of packs of the same foodmaybe one for kittens, but the rest were the same flavor. well, i have one cat. i dont need seven trial packs. i need one. i was hoping for seven different flavors or types. it was disappointing. maybe the description could be a little clearer im just not sure why anyone would need seven bags of a trial! in any case, i ended up just taking all of them to an animal shelter, and they were happy to have em.",667,132,4.0606060606060606,10,13.2,1,0,0,0.6287878787878788,0.08,0.788,0.132,0.7921,-0.0306818181818181,0.6207070707070707,0.0,3,0,12,0
B0013NUGDE,A2XM68E5RNLML9,1,1302480000,1,3,0.3333333333333333,0,"THE WORST I HAVE EVER HAD I love chips...and have been noshing on the regular Popchips for months now...love most of the flavors. So when I saw the multigrain, I thought, why not?  UGH...it wasn't crispy and the taste was bland and dull. I am so disheartened to have 23 bags left, that I don't know if I will continue my regular subscription.  Do not get these unless you want chips that would be better served as packing material","the worst i have ever had i love chips...and have been noshing on the regular popchips for months now...love most of the flavors. so when i saw the multigrain, i thought, why not? ugh...it wasnt crispy and the taste was bland and dull. i am so disheartened to have bags left, that i dont know if i will continue my regular subscription. do not get these unless you want chips that would be better served as packing material",423,78,4.435897435897436,5,15.6,0,1,0,0.7948717948717948,0.123,0.777,0.1,-0.4391,0.0046296296296296,0.4541310541310542,0.0,4,1,9,0
B005VOOKS8,A3I2WE58OUUEXG,2,1334793600,0,2,0.0,0,"Not too good Perhaps this coffee would be surprisingly better if I had a special single-serving pod brewer as the page here recommends, but I don't.  We tried this coffee a couple different ways.  Once I put three pods into a 20oz coffee brewer and it was sort of like coffee-flavored water.  Then we tried using it like a tea-bag.  We've sort of given up.  It is sitting on the counter and I think I will just throw it away.  I can't seem to make a decent cup of coffee with it at all.","not too good perhaps this coffee would be surprisingly better if i had a special singleserving pod brewer as the page here recommends, but i dont. we tried this coffee a couple different ways. once i put three pods into a oz coffee brewer and it was sort of like coffeeflavored water. then we tried using it like a teabag. weve sort of given up. it is sitting on the counter and i think i will just throw it away. i cant seem to make a decent cup of coffee with it at all.",472,94,4.031914893617022,7,13.428571428571429,0,0,0,0.723404255319149,0.019,0.843,0.138,0.8302,0.3447619047619047,0.5876190476190476,0.0,1,1,8,0
B0018CFNFG,A2YFKJPPQ57VRU,3,1347667200,0,1,0.0,0,Dog Ate For A Couple of Weeks & Then Did Not Want To Eat It! I have a 7 month old (today 09-15-12) maltese and she is a very picky eater. I have bought several different types of dry dog food and she will eat it for awhile and then eats enough to get by on until I try another brand. I read the reviews that others had finicky eaters too and that they had tried this dog food and their dogs just loved it...so I thought I would give it a try. I reaaly hate that I bought the larger bag with its cost because it will be another bag to go to the vets office to give to a dog that someone has found abandoned and brought to them. I want to continue to give her dry dog food because I want her teeth to stay pretty and strong for a longer period of time. Does someone out there know what I can do about my finicky eater??? The box that Amazon shipped it in was not right size and the bag came ripped in several places. I only rate this a 3 star because I have not ate it and my dog seem to like it for a little while like all the other brands she has tried.,dog ate for a couple of weeks then did not want to eat it! i have a month old today maltese and she is a very picky eater. i have bought several different types of dry dog food and she will eat it for awhile and then eats enough to get by on until i try another brand. i read the reviews that others had finicky eaters too and that they had tried this dog food and their dogs just loved it...so i thought i would give it a try. i reaaly hate that i bought the larger bag with its cost because it will be another bag to go to the vets office to give to a dog that someone has found abandoned and brought to them. i want to continue to give her dry dog food because i want her teeth to stay pretty and strong for a longer period of time. does someone out there know what i can do about my finicky eater??? the box that amazon shipped it in was not right size and the bag came ripped in several places. i only rate this a star because i have not ate it and my dog seem to like it for a little while like all the other brands she has tried.,1036,217,3.778801843317973,9,24.11111111111111,1,3,0,0.5668202764976958,0.049,0.867,0.084,0.8613,0.0173319327731092,0.5378851540616246,0.0,0,0,17,1
B000F3Q6W8,A2IWHH1UTB5T1A,2,1325548800,0,1,0.0,0,Double Bubble gum. I hated this bubble gum. It did not hold the flavor for more than a few seconds. It also hurt my jaw as it is so hard to chew. I will not be purchasing this again.,double bubble gum. i hated this bubble gum. it did not hold the flavor for more than a few seconds. it also hurt my jaw as it is so hard to chew. i will not be purchasing this again.,182,39,3.692307692307693,5,7.8,0,0,0,0.8205128205128205,0.223,0.777,0.0,-0.8579,-0.1783333333333333,0.3683333333333333,0.0,2,1,3,0
B0037YXQ5W,A1U27EQ8QBA2IO,2,1297123200,1,3,0.3333333333333333,0,"Love Instant Breakfast, Hate the Strawberry Wow. Apparently I have different taste buds than the other reviewers - and that's okay. I just personally find the strawberry flavor to be disgusting. I haven't bought Instant Breakfast in a long time, but I don't remember it tasting like that before.<br /><br />Anyway, I don't recommend the strawberry variety, but it is a good product in other flavors. Also, I have purchased other groceries through Amazon and been very happy, so I would recommend this method of purchasing it if you do like it.","love instant breakfast, hate the strawberry wow. apparently i have different taste buds than the other reviewers and thats okay. i just personally find the strawberry flavor to be disgusting. i havent bought instant breakfast in a long time, but i dont remember it tasting like that before.br br anyway, i dont recommend the strawberry variety, but it is a good product in other flavors. also, i have purchased other groceries through amazon and been very happy, so i would recommend this method of purchasing it if you do like it.",531,91,4.846153846153846,5,18.2,0,0,0,0.7362637362637363,0.095,0.672,0.234,0.9378,0.0390624999999999,0.6067708333333334,0.0,3,1,7,0
B0012C7VLG,A1MJ4WTOYW9WXZ,5,1198800000,6,9,0.6666666666666666,0,love it! I ordered this when it was on sale for $32 and this product couldn't be beat at this price. Fresh and very tasty.,love it! i ordered this when it was on sale for and this product couldnt be beat at this price. fresh and very tasty.,117,24,3.9166666666666665,3,8.0,1,0,0,0.875,0.0,0.756,0.244,0.7777,0.375,0.4666666666666667,0.0,1,0,1,1
B0006U7T1C,A1AUO1T5YMVCVO,5,1209340800,1,2,0.5,0,"Jumbone's are great. Just ask my dogs! My dogs cannot get enough of these Jumbones. My Great Dane is not excitable about anything...EXCEPT Jumbones. She is usually reserved and holds back until my Lab gets whatever treat we are handing out. But, when it comes to Jumbones, she knocks the Lab right out of the way and follows me around the house with her nose in the air and a look that says, ""GIMME GIMME GIMME GIMME!!""","jumbones are great. just ask my dogs! my dogs cannot get enough of these jumbones. my great dane is not excitable about anything...except jumbones. she is usually reserved and holds back until my lab gets whatever treat we are handing out. but, when it comes to jumbones, she knocks the lab right out of the way and follows me around the house with her nose in the air and a look that says, gimme gimme gimme gimme!!",416,77,4.415584415584416,7,11.0,3,0,0,0.7922077922077922,0.019,0.885,0.096,0.7408,0.3327380952380952,0.4642857142857142,0.0,0,0,10,0
B000CMH0N6,A2MFTMY570XK6F,1,1292025600,3,12,0.25,0,"Beware:  Terrible taste, possible side effects, buy at your risk I've had very good luck with some of the teas sold by Amazon (for example, Good Earth and Triple Leaf brands), but not with this product.  Contains four different types of teas specifically formulated to combat the sniffles.<br /><br />Breathe Deep:  Tastes like jasmine incense (though licorice root and eucalyptus leaf are the top ingredients) with an unpleasant lingering aftertaste.<br /><br />Cold Season:  Very powerful smell, taste, and aftertaste.  Ginger root and licorice root are the top two ingredients.<br /><br />Throat Comfort:  Licorice root and fennel seed the top ingredients.  Can really taste the fennel and soothing to the throat but gave me stomach upset and a headache.<br /><br />Echinacea Immune Support:  Peppermint leaf and lemongrass are the top two ingredients (note that peppermint is not recommended for those with GERD).  Echinacea root is the third ingredient. Can taste the top two ingredients.  It is not an unpleasant tea, but does have an odd aftertaste.<br /><br />There is a pattern here:  Licorice root is prominent in these teas' formulations.<br /><br />Buy at your risk:  They cannot be returned under Amazon's grocery policy, though Amazon did kindly refund my money after complaining.  Yoga does not have a customer satisfaction statement on the box, so don't know how the company would handle customer dissatisfaction.","beware terrible taste, possible side effects, buy at your risk ive had very good luck with some of the teas sold by amazon for example, good earth and triple leaf brands, but not with this product. contains four different types of teas specifically formulated to combat the sniffles.br br breathe deep tastes like jasmine incense though licorice root and eucalyptus leaf are the top ingredients with an unpleasant lingering aftertaste.br br cold season very powerful smell, taste, and aftertaste. ginger root and licorice root are the top two ingredients.br br throat comfort licorice root and fennel seed the top ingredients. can really taste the fennel and soothing to the throat but gave me stomach upset and a headache.br br echinacea immune support peppermint leaf and lemongrass are the top two ingredients note that peppermint is not recommended for those with gerd. echinacea root is the third ingredient. can taste the top two ingredients. it is not an unpleasant tea, but does have an odd aftertaste.br br there is a pattern here licorice root is prominent in these teas formulations.br br buy at your risk they cannot be returned under amazons grocery policy, though amazon did kindly refund my money after complaining. yoga does not have a customer satisfaction statement on the box, so dont know how the company would handle customer dissatisfaction.",1363,222,5.144144144144144,8,27.75,0,0,0,0.6216216216216216,0.134,0.676,0.19,0.884,0.1366666666666667,0.6565000000000001,0.0,8,0,6,1
B002ZOG2K6,AQSWDY2JUQRJ6,5,1292198400,1,2,0.5,0,Great price - delicious cofffee Great price and on time delivery - This is my new favorite coffee bean for use in my Cuisenart grinder/brewer.,great price delicious cofffee great price and on time delivery this is my new favorite coffee bean for use in my cuisenart grinderbrewer.,137,23,5.0,1,23.0,0,0,0,0.8695652173913043,0.0,0.56,0.44,0.9423,0.6472727272727272,0.7909090909090909,0.0,0,0,3,1
B0013NUGDE,A3H9W7E1T0AVD0,1,1315958400,1,3,0.3333333333333333,0,"The Salt & Pepper version is awful! We ordered the salt and pepper version since they were on sale and we really like PopChips.  They were AWFUL!  Honestly, we couldn't eat them because they were so hot.  I would not have thought that ""salt and pepper"" would have been so incredibly heavy on the pepper.  Our mouths were burning and it wasn't a good burn!  We will continue to buy Popchips but never the salt and pepper variety again.","the salt pepper version is awful! we ordered the salt and pepper version since they were on sale and we really like popchips. they were awful! honestly, we couldnt eat them because they were so hot. i would not have thought that salt and pepper would have been so incredibly heavy on the pepper. our mouths were burning and it wasnt a good burn! we will continue to buy popchips but never the salt and pepper variety again.",423,78,4.435897435897436,7,11.142857142857142,3,0,0,0.6538461538461539,0.081,0.871,0.048,-0.3984,-0.0392857142857143,0.7214285714285715,0.0,0,0,6,0
B000M0F58U,A3TJPSWY2HE4BS,2,1173312000,1,24,0.0416666666666666,0," I only used two maybe three tea bags and got pregnant - can not drink during pregnancy.  Not a bad taste, but I'm not a big tea fan either.","i only used two maybe three tea bags and got pregnant can not drink during pregnancy. not a bad taste, but im not a big tea fan either.",135,28,3.857142857142857,2,14.0,0,0,0,0.8571428571428571,0.089,0.84,0.07,-0.1326,0.1708333333333333,0.5666666666666667,0.0,1,0,1,0
B000HIHEL8,A3DC28TB1M9SQK,5,1279065600,0,1,0.0,0,"Getting my day started Good taste, easy to prepare.  One of these cups in the morning at the office gets me started on my day.","getting my day started good taste, easy to prepare. one of these cups in the morning at the office gets me started on my day.",125,25,4.04,2,12.5,0,0,0,0.88,0.0,0.799,0.201,0.7003,0.5666666666666667,0.7166666666666668,0.0,1,0,3,0
B006J4MAUE,AOEUN9718KVRD,3,1332979200,1,2,0.5,0,"Good, not good for you. Tasty, delicious, chocolaty, great oats and not overly sweet. Love the taste!<br />But 140 calories (55 from fat) in a 1/4 of cup? Who eats 1/4 of cup for breakfast? Because I eat cup or more..<br />So this is pure indulgence, treat.<br /><br />Also 1 bag lasted me 4 breakfasts, I guess I will stick to regular oatmeal;)","good, not good for you. tasty, delicious, chocolaty, great oats and not overly sweet. love the taste!br but calories from fat in a of cup? who eats of cup for breakfast? because i eat cup or more..br so this is pure indulgence, treat.br br also bag lasted me breakfasts, i guess i will stick to regular oatmeal",310,57,4.456140350877193,5,11.4,1,2,0,0.8947368421052632,0.065,0.778,0.157,0.6734,0.4017857142857143,0.5971153846153846,0.0,2,0,4,0
B000FNEX8C,A36F94OGXR7V3W,2,1191024000,5,8,0.625,0,"NOTE that WHEAT-FREE does NOT equal GLUTEN-FREE <a href=""http://www.amazon.com/gp/product/B000FNB3AI"">Nana's No Wheat - No Refined Sugar - Chocolate Chip Cookie, 3.5-Ounce Packages (Pack of 12)</a>  I have tried several of Nana's products and they are VERY, VERY tasty for the occasional snack or special occasion. With my gluten-free diet (and expecting family members with dietary restrictions), I ordered a box of these renowned Chocolate Chip Cookies for inclusion on the dessert table at my son's graduation BBQ.<br /><br />PLEASE NOTE: these ""No Wheat"" cookies DO CONTAIN GLUTEN--in the form of barley flour and malted barley.  In my ignorance, I excitedly purchased these without carefully reading the ingredients. WHY would these cookies be advertised as being free of Wheat, Sugar and Dairy, and yet, contaminated with Barley??? Yes, they are, indeed ""wheat-free""... If someone can explain this, I would love to hear the explanation. Consume these with caution.","note that wheatfree does not equal glutenfree a href no wheat no refined sugar chocolate chip cookie, .ounce packages pack of a i have tried several of nanas products and they are very, very tasty for the occasional snack or special occasion. with my glutenfree diet and expecting family members with dietary restrictions, i ordered a box of these renowned chocolate chip cookies for inclusion on the dessert table at my sons graduation bbq.br br please note these no wheat cookies do contain glutenin the form of barley flour and malted barley. in my ignorance, i excitedly purchased these without carefully reading the ingredients. why would these cookies be advertised as being free of wheat, sugar and dairy, and yet, contaminated with barley??? yes, they are, indeed wheatfree... if someone can explain this, i would love to hear the explanation. consume these with caution.",879,144,5.111111111111111,6,24.0,0,3,0,0.7291666666666666,0.067,0.81,0.122,0.8903,0.1991269841269841,0.4984920634920635,0.0,0,0,9,0
B004GW6O9E,A1LZJZIHUPLDV4,5,1182816000,2,4,0.5,0,"Vegan Natural Raw Kosher Choice Vegan. Natural. Raw. Kosher. Great cherry flavor & cherry goodness! Also like their <a href=""http://www.amazon.com/gp/product/B000JRALAS"">Larabar Bars, Lemon Bar, 1.8-Ounce Bars, 16-Count Box</a> and <a href=""http://www.amazon.com/gp/product/B000JRGCBU"">Larabar Bars, Cinnamon Roll, 1.8-Ounce Bars, 16-Count Box</a>. This review is out there for those for whom this makes a difference. See all of my reviews for more great choices. Check out ""Vegan Grocery Favorites"" and ""Vegan Grocery Top Ten"" in Listmania. Your ""helpful"" votes count and will be greatly appreciated to benefit the search of others. Thank you.","vegan natural raw kosher choice vegan. natural. raw. kosher. great cherry flavor cherry goodness! also like their a href bars, lemon bar, .ounce bars, count boxa and a href bars, cinnamon roll, .ounce bars, count boxa. this review is out there for those for whom this makes a difference. see all of my reviews for more great choices. check out vegan grocery favorites and vegan grocery top ten in listmania. your helpful votes count and will be greatly appreciated to benefit the search of others. thank you.",508,87,4.850574712643678,11,7.909090909090909,1,0,0,0.7586206896551724,0.0,0.668,0.332,0.987,0.2738461538461538,0.4323076923076923,0.0,3,1,2,0
B000CQE3NM,A38KRK4Z0AXC59,3,1298332800,0,1,0.0,0,"Green tea I'm new to green tea so I purchased this product with Bigelow Green Tea, Preferred tea is Bigelow without any doubt but that's my personal preference.","green tea im new to green tea so i purchased this product with bigelow green tea, preferred tea is bigelow without any doubt but thats my personal preference.",158,28,4.678571428571429,1,28.0,0,0,0,0.8214285714285714,0.0,0.944,0.056,0.1419,-0.0927272727272727,0.3309090909090909,0.0,0,0,2,0
B001HTE5HM,A1MPG840DZ4M9P,1,1308182400,1,2,0.5,0,"Ugh Good quality product, but you would have to REAlly love curry flavor to like these... They are so awful I don't know what to do with them, but I know I won't be eating them.... I'll stick to the plain sea salt ones:)","ugh good quality product, but you would have to really love curry flavor to like these... they are so awful i dont know what to do with them, but i know i wont be eating them.... ill stick to the plain sea salt ones",215,44,3.909090909090909,1,44.0,0,0,0,0.8409090909090909,0.19,0.61,0.2,0.1381,-0.1028571428571428,0.7114285714285715,0.0,1,0,3,0
B001E6K6GW,A3ONZ4MHTBVA2,3,1243814400,0,1,0.0,0,Like Nuts? This is a pretty good nut bar. I repeat it is a nut bar with plenty of nuts and sweet but a little salty.,like nuts? this is a pretty good nut bar. i repeat it is a nut bar with plenty of nuts and sweet but a little salty.,116,26,3.5,3,8.666666666666666,0,1,0,0.8461538461538461,0.122,0.59,0.288,0.5423,0.2781249999999999,0.6875,0.0,2,0,1,0
B0041LHND6,A3K6V0LWDFN2W7,1,1267660800,0,3,0.0,0,"nylabone durable bone wolf My dog, a Labrador had this bones ends chewed and roughed up in no time.  Its ends were rough and cut her gums and when I tried playing with it she pulled and rough ends cut my hand open. Had infection for 4 days.","nylabone durable bone wolf my dog, a labrador had this bones ends chewed and roughed up in no time. its ends were rough and cut her gums and when i tried playing with it she pulled and rough ends cut my hand open. had infection for days.",237,47,4.0638297872340425,3,15.666666666666666,0,0,0,0.8085106382978723,0.125,0.778,0.097,-0.1027,-0.0666666666666666,0.4333333333333333,0.0,0,0,4,0
B003D4MYLS,A26SX9HR8WIXKQ,5,1278633600,1,2,0.5,0,iced tea with mangosteen We make sweetened iced tea combining 3 black tea bags and 1 mangosteen and we really enjoy the flavor the mangosteen gives it.,iced tea with mangosteen we make sweetened iced tea combining black tea bags and mangosteen and we really enjoy the flavor the mangosteen gives it.,147,25,4.92,1,25.0,0,0,0,0.68,0.0,0.873,0.127,0.5413,0.1166666666666666,0.4666666666666667,0.0,2,0,2,0
B003WT71MG,AWG91YKVCAUBA,5,1326499200,3,5,0.6,0,"Why the 400% price increase???? Great Olive oil, I bought a bottle in October of 2011 for $11.55 which I thought was an awesome deal, now it is $39.95.<br /><br />why the big price jump????","why the price increase???? great olive oil, i bought a bottle in october of for . which i thought was an awesome deal, now it is ..br br why the big price jump????",163,33,3.9696969696969697,4,8.25,0,8,0,0.8787878787878788,0.0,0.747,0.253,0.8796,0.6,0.6166666666666667,0.0,0,0,3,1
B002T0KDNI,A5BQCMO9FBW0S,1,1305244800,9,13,0.6923076923076923,0,It has splenda in it I puchase regular soda because I am allergic to artificial sweeteners. Why is there artificial sweetener in a regular soda syrup?,it has splenda in it i puchase regular soda because i am allergic to artificial sweeteners. why is there artificial sweetener in a regular soda syrup?,150,26,4.807692307692308,2,13.0,0,1,0,0.7692307692307693,0.091,0.909,0.0,-0.296,-0.3,0.5384615384615384,0.0,2,0,2,0
